id,articleType,review_status,proposed_action,reason,review_method
900000,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900307,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900308,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900309,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900310,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900311,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900312,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900313,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900314,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900315,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900316,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900317,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900318,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900319,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900320,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900321,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900322,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900323,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900324,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900325,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900326,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900327,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900328,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900329,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900330,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900331,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900332,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900333,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900334,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900335,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900336,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900337,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900338,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900339,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900340,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900341,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900342,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900343,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900344,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900345,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900346,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900347,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900348,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900349,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900350,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900351,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900352,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900353,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900354,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900355,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900356,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900357,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900358,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900359,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900360,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900361,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900362,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900363,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900364,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900365,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900366,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900367,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900368,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900369,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900370,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900371,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900372,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900373,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900374,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900375,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900376,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900377,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900378,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900379,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900380,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900381,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900382,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900383,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900384,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900385,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900386,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900387,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900388,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900389,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900390,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900391,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900392,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900393,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900394,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900395,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900396,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900397,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900398,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900399,Eyeshadow,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900400,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900401,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900402,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900403,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900404,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900405,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900406,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900407,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900408,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900409,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900410,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900411,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900412,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900413,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900414,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900415,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900416,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900417,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900418,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900419,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900420,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900421,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900422,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900423,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900424,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900425,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900426,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900427,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900428,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900429,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900430,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900431,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900432,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900433,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900434,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900435,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900436,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900437,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900438,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900439,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900440,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900441,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900442,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900443,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900444,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900445,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900446,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900447,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900448,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900449,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900450,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900451,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900452,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900453,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900454,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900455,Lipstick,ambiguous_target,hold_for_review,Eyeshadow palette dominates; only part of the labelled lipstick is visible behind it.,contact_sheet_and_source_plus_60x80_recheck
900456,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900457,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900458,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900459,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900460,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900461,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900462,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900463,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900464,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900465,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900466,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900467,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900468,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900469,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900470,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900471,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900472,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900473,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900474,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900475,Lipstick,ambiguous_target,hold_for_review,Palette occludes the lipstick in a narrow crop; the target is difficult to isolate.,contact_sheet_and_source_plus_60x80_recheck
900476,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900477,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900478,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900479,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900480,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900481,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900482,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900483,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900484,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900485,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900486,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900487,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900488,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900489,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900490,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900491,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900492,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900493,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900494,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900495,Lipstick,ambiguous_target,hold_for_review,Eyeshadow palette fills most of the crop; only a small lipstick fragment remains.,contact_sheet_and_source_plus_60x80_recheck
900496,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900497,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900498,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900499,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900500,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900501,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900502,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900503,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900504,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900505,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900506,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
900507,Lipstick,no_obvious_issue,candidate_for_training,No obvious target or crop problem in contact-sheet screening; label not independently authenticated.,full_contact_sheet_screen
