id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,filename,group_id,source,label_source,relative_path
13049,Men,Apparel,Topwear,Sweaters,Black,Fall,2011,Casual,Spykar Men Stripes Black Sweaters,13049.jpg,7591b6bf7de68d08f5ba5d19795a4c70aacea805ac41d1a976adda1c84f83258,supplied,supplied_manifest,datasets/train/images_train/13049.jpg
13051,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Spykar Men Check Blue Shirts,13051.jpg,827d126b3b4b531ed8174048adfdbab71d364708b7be0ae12b1ac611bba2be7c,supplied,supplied_manifest,datasets/train/images_train/13051.jpg
13053,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Women Black Dial Watch 2166SL01,13053.jpg,da1aafa9940188c6fb81d71035dc6c0bf687c55c165a640cff12ad6a3cf1ae7b,supplied,supplied_manifest,datasets/train/images_train/13053.jpg
13054,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Fastrack Women Gold Dial White Watches,13054.jpg,f9b5c222b5d39147f56c253ff5adb9e261dc27e0b5b8a74d3f0610415ba9eb76,supplied,supplied_manifest,datasets/train/images_train/13054.jpg
13055,Women,Accessories,Watches,Watches,Steel,Winter,2016,Casual,Fastrack Women Steel Body Steel Watches,13055.jpg,15f8a09751bbb16e82344e685586cbc531b6af314dacae5a9a770f9f75b258ac,supplied,supplied_manifest,datasets/train/images_train/13055.jpg
13057,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Fastrack Women White Dial Watch 2298SM02,13057.jpg,a3379f9934c8ac47f1f21999aec56d4760195285a86a900237dc2a37414aba00,supplied,supplied_manifest,datasets/train/images_train/13057.jpg
13058,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Women Funky Digits Black Watches,13058.jpg,b44c850a6f9dfd4114fd37516157de92abe54b588f07914bdd2310eda1909c75,supplied,supplied_manifest,datasets/train/images_train/13058.jpg
13059,Men,Accessories,Watches,Watches,Steel,Winter,2016,Casual,Fastrack Men Broad Strap Steel Watches,13059.jpg,b7ecec60923f28798e9e69efa20f1143a7172583a8f9e96391de493e5e730cb8,supplied,supplied_manifest,datasets/train/images_train/13059.jpg
13060,Men,Accessories,Watches,Watches,Steel,Winter,2016,Casual,Fastrack Men Square Dial Steel Watches,13060.jpg,0e8d90d20e0ff0ef75f50824216bac60c45c2fb05f1a4fd2dddf8b3285873cd4,supplied,supplied_manifest,datasets/train/images_train/13060.jpg
13061,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men Thread Stich Black Watches,13061.jpg,1becc21fa580fb7efc55d798fb6362d8ef6c5d054b6f6fe63316693a40559530,supplied,supplied_manifest,datasets/train/images_train/13061.jpg
13063,Men,Accessories,Watches,Watches,Brown,Winter,2016,Casual,Fastrack Men Smooth Finish Strap Black Watches,13063.jpg,e7fe87c4c8d05e30d755a9d94fe6ea139909f87bac0b701a3fdd5df7e75ab86e,supplied,supplied_manifest,datasets/train/images_train/13063.jpg
13064,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012,Casual,Numero Uno Men Black Casual Shoes,13064.jpg,d9527b5aecdd570393697394f03ffffef79d4f69195a67411434c21347c0f5ff,supplied,supplied_manifest,datasets/train/images_train/13064.jpg
13065,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012,Casual,Numero Uno Men Black Casual Shoes,13065.jpg,bca5bb0079361c77b988dd20211f5dac690e9a1c1de4610e30210caf1e8d9dbb,supplied,supplied_manifest,datasets/train/images_train/13065.jpg
13066,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Numero Uno Men White Casual Shoes,13066.jpg,818689d49cb4e803794cac2a93a3644b60a096bb8303dbb8304834cdbf44efaf,supplied,supplied_manifest,datasets/train/images_train/13066.jpg
13067,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Numero Uno Men White Shoes,13067.jpg,d869b422f95de5a615bc8e8ed2fb9860cb72d3e9ac81e49320e2511fa7ebfd77,supplied,supplied_manifest,datasets/train/images_train/13067.jpg
13068,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Numero Uno Men Black Casual Shoes,13068.jpg,283005c023c5ab5f14280456edb8647b435f182f3469eb4130773b5981714d66,supplied,supplied_manifest,datasets/train/images_train/13068.jpg
13069,Men,Footwear,Shoes,Casual Shoes,Green,Fall,2012,Casual,Numero Uno Men Green Casual Shoes,13069.jpg,9a08d8207f7ea03c2f402f3369fe698a34a85cb1b96ddf2eab8c7772736087c6,supplied,supplied_manifest,datasets/train/images_train/13069.jpg
13070,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013,Casual,Numero Uno Men Black Casual Shoes,13070.jpg,c87b68a256d61d09e685e65c5bc5e392633768fdbdfc64c01c44286bc8d59d65,supplied,supplied_manifest,datasets/train/images_train/13070.jpg
13071,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012,Casual,Numero Uno Men Black Casual Shoes,13071.jpg,14eab8acec8c740c81b0fa5623aef60ba3aaa0565540c59ee1900350ea34e24c,supplied,supplied_manifest,datasets/train/images_train/13071.jpg
13073,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012,Casual,Numero Uno Men White Shoes,13073.jpg,f4a302ce5036953bad97def69edf6a82a3e166306e16dc658ab08d19121c983d,supplied,supplied_manifest,datasets/train/images_train/13073.jpg
13074,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Numero Uno Men Brown Casual Shoes,13074.jpg,2bde1db6d5c30d4b2b847e10e54ac427dba3011af0bf437aa9575ae68ab6a88d,supplied,supplied_manifest,datasets/train/images_train/13074.jpg
13075,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013,Casual,Numero Uno Men Black Shoes,13075.jpg,436aae51c63df3e463c54c780e0401748c9991735817b0739ea8427097aa0a96,supplied,supplied_manifest,datasets/train/images_train/13075.jpg
13078,Men,Footwear,Shoes,Casual Shoes,White,Winter,2012,Casual,Numero Uno Men White Casual Shoes,13078.jpg,9120dcdfd17aacf8402d893b1bae5c6f97d357a17f4db1e46e2f17a81504d12a,supplied,supplied_manifest,datasets/train/images_train/13078.jpg
13079,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Numero Uno Men White Casual Shoes,13079.jpg,a035e8048c5f40bb035ad1168fef0ac578817c943bc5538c78c2b569311d6015,supplied,supplied_manifest,datasets/train/images_train/13079.jpg
13080,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013,Casual,Numero Uno Men Black Casual Shoes,13080.jpg,3247c441061c24f22b6737a7d13a50e75e65c86185e4b2ca20df565052bce45a,supplied,supplied_manifest,datasets/train/images_train/13080.jpg
13081,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Numero Uno Men White Casual Shoes,13081.jpg,80ca00e8fc8ac6cc1fd3506639abc5037160ddbcc09b9e6bd72bbea65dbd6f84,supplied,supplied_manifest,datasets/train/images_train/13081.jpg
13082,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Numero Uno Men White Casual Shoes,13082.jpg,d3d40f9101a0b3b9d7a9b0d164e63ef49ded38c4ae86894349589af96ecb08bf,supplied,supplied_manifest,datasets/train/images_train/13082.jpg
13083,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2012,Casual,Numero Uno Men Red Casual Shoes,13083.jpg,62716129def203cdf2d9041f56d557294a97bd64a46e7b23eddb40b80956cd0b,supplied,supplied_manifest,datasets/train/images_train/13083.jpg
13084,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Numero Uno Men White Casual Shoes,13084.jpg,07db52ef0a6d7abcf1ac9911c62ad01c06d3acee492b460b57cafab514710b6f,supplied,supplied_manifest,datasets/train/images_train/13084.jpg
13087,Unisex,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Timberland Unisex Casual Brown Casual Shoes,13087.jpg,00cbb1dcf5ad46d72bd497fe300253466df264d0c830fe7770bafea40cd3600d,supplied,supplied_manifest,datasets/train/images_train/13087.jpg
13088,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Sports,ADIDAS Men NBA Bold Red T-shirts,13088.jpg,230158d9755b8a2bbb361b753d00b7e03c86af61ce0d8897eb6a6cda9a227a79,supplied,supplied_manifest,datasets/train/images_train/13088.jpg
13089,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Sports,ADIDAS Men Lfc Auth Hood Grey Sweatshirts,13089.jpg,408c2da5758ad47dcb0e268fec97a6cec1dada03e0f0e2f371c7d0227520e11c,supplied,supplied_manifest,datasets/train/images_train/13089.jpg
13090,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Sports,ADIDAS Men NBA Bold Yellow T-shirts,13090.jpg,3fe09121f38a62e61862dfd2c4562598489cba2ec5fa2fa1815f8edf53ee3a11,supplied,supplied_manifest,datasets/train/images_train/13090.jpg
13091,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Casual,ADIDAS Men Cr_Ess 3sfzhood Grey Sweatshirts,13091.jpg,f52276089d4a290196f0394a01f2112f92097155ca41eea3434e86a97d83c290,supplied,supplied_manifest,datasets/train/images_train/13091.jpg
13092,Men,Apparel,Topwear,Jackets,White,Fall,2011,Casual,ADIDAS Men Bnce T-Top White Jackets,13092.jpg,8da0804f14bc628592ebd41ff5af86f0e7166f35ac7b137ce38f7032df3c9652,supplied,supplied_manifest,datasets/train/images_train/13092.jpg
13094,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011,Casual,ADIDAS Men Badge P/O Grey Sweaters,13094.jpg,44c03eadaadbaefd81e8c2b9fa7ff4ccb023268239b29566eca664a464a3d4a3,supplied,supplied_manifest,datasets/train/images_train/13094.jpg
13095,Men,Apparel,Topwear,Sweatshirts,Green,Fall,2011,Sports,ADIDAS Men Cfc Auth Hood Green Sweatshirts,13095.jpg,7da104c5582ca695701a7b4859e3b145c98118d8f7e4e497e6a793d91fe87a35,supplied,supplied_manifest,datasets/train/images_train/13095.jpg
13096,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Sports,ADIDAS Men NBA BoldBlue T-shirts,13096.jpg,8a4779847cc3ecdebf08f990ded3fd949de7e3ee36b8df63f5a685965a5a7ed3,supplied,supplied_manifest,datasets/train/images_train/13096.jpg
13098,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Sports,ADIDAS Men NBA Bold Green T-shirts,13098.jpg,03ad743fdf3b7ac45719cb2e153163375a7ae40c4a9df697ab8d52dc4d14b5a4,supplied,supplied_manifest,datasets/train/images_train/13098.jpg
13100,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Sports,ADIDAS Men Cr_Ess 3s Sltee White T-Shirts,13100.jpg,53f3924a9171321507943596d9c9ff3bb8198e3df804d848f59ff854cf71d0bb,supplied,supplied_manifest,datasets/train/images_train/13100.jpg
13101,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,ADIDAS Men F50 Cl Tee Black T-Shirts,13101.jpg,c1f7d91b2468511c1f6df6c369b809be13a91daa835a5d3220268c7dafa25339,supplied,supplied_manifest,datasets/train/images_train/13101.jpg
13102,Men,Apparel,Topwear,Sweatshirts,White,Fall,2011,Casual,ADIDAS Men Sf Striped Hood White Sweatshirts,13102.jpg,1a97679478eab2ac27a5bf7f48fe917131b6c501d5a3225184ffe395a308647f,supplied,supplied_manifest,datasets/train/images_train/13102.jpg
13105,Men,Apparel,Topwear,Jackets,Black,Fall,2011,Sports,ADIDAS Men Ess 3s Rainjkt Black Jackets,13105.jpg,0a2cd4c6918cfc5a4552217adff2c63edbaf3d0cb7ab7c137ff1a2ace8c757ff,supplied,supplied_manifest,datasets/train/images_train/13105.jpg
13106,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011,Casual,ADIDAS Men Sf Striped Hood Blue Sweatshirts,13106.jpg,b15683aff04504403a98d6cf23e450fa0c53b48a841b57eae76eb461d8c62a2d,supplied,supplied_manifest,datasets/train/images_train/13106.jpg
13107,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Sports,ADIDAS Men Cr_Ess 3s Black T-Shirts,13107.jpg,590948a2c99e09578d3cf9128fb13945bb9c18e3c0c52898fc8829d6882cee0d,supplied,supplied_manifest,datasets/train/images_train/13107.jpg
13108,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,2011,Sports,ADIDAS Men Pant Climalite Blue Track Pants,13108.jpg,a294a7f83d1a8f5c719b0bd3a52dbfa606e791b6a13da4099e091ad857f5547b,supplied,supplied_manifest,datasets/train/images_train/13108.jpg
13110,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2011,Sports,ADIDAS Men Rsp Ds 7in Navy Blue Shorts,13110.jpg,d2a699d5f10184607a712edf57cb9aed820290c05479049c21172da255177ab9,supplied,supplied_manifest,datasets/train/images_train/13110.jpg
13111,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011,Sports,ADIDAS Men F 50 Style Black Shorts,13111.jpg,195b5497e5ae7b68d78faf291b84293e7e602656a1f20d5ac485ed5e364e3daf,supplied,supplied_manifest,datasets/train/images_train/13111.jpg
13112,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011,Sports,ADIDAS Men Rsp Ds 7in Black Shorts,13112.jpg,74bf53cc7497a4ce6addc85ca8a3b493152b80a867caa1e13ccedfd5593ce8c0,supplied,supplied_manifest,datasets/train/images_train/13112.jpg
13113,Men,Apparel,Bottomwear,Shorts,Khaki,Fall,2011,Casual,ADIDAS Men HT Khakhi Short,13113.jpg,3cfc2512929060f6e6fbd4437dd2fb51336c8fabb449ac00914e79c6349249d6,supplied,supplied_manifest,datasets/train/images_train/13113.jpg
13114,Men,Footwear,Shoes,Casual Shoes,White,Summer,2013,Casual,Numero Uno Men Casual White Casual Shoes,13114.jpg,428c37c22bced06b3d1541ecb5ef3fdb8b26af2e09553fbe2b4588fba2fdf3de,supplied,supplied_manifest,datasets/train/images_train/13114.jpg
13116,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012,Casual,Numero Uno Men Black Shoes,13116.jpg,b82b2088b166cdd040afa9dd005b782f4a918726ce183b55f70abfebbe7de0b8,supplied,supplied_manifest,datasets/train/images_train/13116.jpg
13117,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012,Casual,Numero Uno Men Black Shoes,13117.jpg,01b08536c3577226900294961730212bd2615e2c83463021cb30e0e00ad2b79b,supplied,supplied_manifest,datasets/train/images_train/13117.jpg
13120,Men,Apparel,Topwear,Jackets,Navy Blue,Fall,2011,Sports,ADIDAS Men Ess 3s Rainjkt Navy Blue Jackets,13120.jpg,0dc309c406638d6f07275c199ef75c81dae537574114d85cb83a955a9715c92c,supplied,supplied_manifest,datasets/train/images_train/13120.jpg
13121,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Lee Cooper Men Formal Brown Casual Shoes,13121.jpg,9932fb49db5c9726a57e295dc22613afcb9ad625f85ed3f1a40b5a7bd2c94322,supplied,supplied_manifest,datasets/train/images_train/13121.jpg
13123,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2012,Formal,Lee Cooper Men Brown Formal Shoes,13123.jpg,1125849287510475fb331be8e5e5e77180ac27f7e04c521c291da3ce40d10a4e,supplied,supplied_manifest,datasets/train/images_train/13123.jpg
13124,Men,Footwear,Shoes,Formal Shoes,Tan,Fall,2012,Formal,Lee Cooper Men Tan Formal Shoes,13124.jpg,a87c978e1791612c78af2a9bcc03bb860dad3a9f099924c5cdf90aa3ff2d7aa7,supplied,supplied_manifest,datasets/train/images_train/13124.jpg
13125,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2012,Formal,Lee Cooper Men Brown Formal Shoes,13125.jpg,d6f3fce4dbdc8d1d32853d97da78a9a4a9796224d5d66523b9c1dc98265780d7,supplied,supplied_manifest,datasets/train/images_train/13125.jpg
13126,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011,Formal,Lee Cooper Men Brown Formal Shoes,13126.jpg,16139bfc199267b25cb8e4a536cabc6ebdcc0f28ecec0180055f21bcb25e31d6,supplied,supplied_manifest,datasets/train/images_train/13126.jpg
13127,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012,Casual,Lee Cooper Men Brown Casual Shoes,13127.jpg,fbab7af85626d9fe25dfa0c95433f802e7622a4cb265e9205d7f8bd7596b8c2b,supplied,supplied_manifest,datasets/train/images_train/13127.jpg
13128,Men,Footwear,Sandal,Sandals,Brown,Fall,2011,Casual,Lee Cooper Men Brown Sandals,13128.jpg,6577aed3de3b047b8534fe98ae60f35fedae36305c093dbf25839287308e42dc,supplied,supplied_manifest,datasets/train/images_train/13128.jpg
13129,Men,Footwear,Sandal,Sandals,Brown,Fall,2012,Casual,Lee Cooper Men Olive Slippers,13129.jpg,8208f67039e81dcf71132424eeed74c08bb4a7b5a0a49d346286612241392e73,supplied,supplied_manifest,datasets/train/images_train/13129.jpg
13130,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Provogue Men Brown Casual Shoes,13130.jpg,7b8d6adf94052aba8fe0c8c185243ddb04f19ae6fcbccc5e4c69c98931734a52,supplied,supplied_manifest,datasets/train/images_train/13130.jpg
13131,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2012,Formal,Provogue Men Brown Formal Shoes,13131.jpg,e5e56d10e6cf502ee70bc5a633bd702b134ddd05368199d7e45444b59b2fc2ee,supplied,supplied_manifest,datasets/train/images_train/13131.jpg
13132,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Provogue Men Brown Casual Shoes,13132.jpg,5c3a9885516ef6e142d8ab7c21a870ec802c6045cf9371f18aba8e47d47eb92e,supplied,supplied_manifest,datasets/train/images_train/13132.jpg
13133,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2012,Formal,Provogue Men Brown Formal Shoes,13133.jpg,1e3661b1471a43664692d80e28ab9af905d04571ab2c38f10d3d05032eb92076,supplied,supplied_manifest,datasets/train/images_train/13133.jpg
13134,Men,Footwear,Sandal,Sandals,Red,Spring,2012,Casual,iD Men Casual Red Sandals,13134.jpg,9e6701b80f17f873af4f55bce6cdac8790b67e45c2e83fce1f6b8ade9df9b77d,supplied,supplied_manifest,datasets/train/images_train/13134.jpg
13135,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2012,Casual,iD Men Blue Casual Shoes,13135.jpg,e535494b0c0acb0987fec94f5b005712957429263dd56d93e8970eca6e35a42f,supplied,supplied_manifest,datasets/train/images_train/13135.jpg
13136,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012,Casual,iD Men White Casual Shoes,13136.jpg,f4463ff1a072d4b4acbb153978fac335ac8d3a60be66ad877ee256ef0b3ee6d6,supplied,supplied_manifest,datasets/train/images_train/13136.jpg
13137,Men,Footwear,Shoes,Casual Shoes,Green,Fall,2012,Casual,iD Men Green Casual Shoes,13137.jpg,61be1064bb8f523260f2d927e61439da1d9705fdad8daae1699af04bed471884,supplied,supplied_manifest,datasets/train/images_train/13137.jpg
13138,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2012,Casual,iD Men Blue Casual Shoes,13138.jpg,7dbb1bec2d2779563ce8bec3ffa23e4a8e17c8d2a20a721b6defb314ab192a7c,supplied,supplied_manifest,datasets/train/images_train/13138.jpg
13143,Women,Footwear,Shoes,Heels,Silver,Winter,2012,Casual,Inc 5 Women Casual Silver Flats,13143.jpg,48811cf85cb1c670b3c1856f5d119f9ab232dc52af11ca2b004863c9d040e989,supplied,supplied_manifest,datasets/train/images_train/13143.jpg
13144,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Heels,13144.jpg,acfb2b7e7bf27af6e2ce8adb99ce65102fcb0249c0309f4afcad88c18a3420db,supplied,supplied_manifest,datasets/train/images_train/13144.jpg
13146,Women,Footwear,Shoes,Heels,Silver,Winter,2012,Casual,Inc 5 Women Casual Bronze Heels,13146.jpg,23cc631c23b93628c03c1f19d9302cf035bf93e5e47630a787ae3a6d49ef4d47,supplied,supplied_manifest,datasets/train/images_train/13146.jpg
13150,Women,Footwear,Shoes,Heels,Multi,Winter,2012,Casual,Inc 5 Women Casual Multi Heels,13150.jpg,a44ad3eac643bfef25d2ea8cd1156ba6759946d8e4a045aa4b8bb78a39d72ab4,supplied,supplied_manifest,datasets/train/images_train/13150.jpg
13153,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Puma Men Ribbon Red Tshirts,13153.jpg,ef596e2cfa3ff40fea2eed842bdf624c9437d4c59a01cfc9faa11ea3283f2e90,supplied,supplied_manifest,datasets/train/images_train/13153.jpg
13155,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Puma Men Vintage No.1 Logo Blue Tshirts,13155.jpg,d62247d96f82a91d7b0cd031d1669ae86405a1a25de2b6bfa2da1219898e77ae,supplied,supplied_manifest,datasets/train/images_train/13155.jpg
13156,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Puma Men Jersey Green Polo Tshirts,13156.jpg,9c0e8bdb843d536bdadf35eb74aa659e3eedc67386ff3ea616111c2381aed220,supplied,supplied_manifest,datasets/train/images_train/13156.jpg
13157,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Puma Men Jersey Black Polo Tshirts,13157.jpg,ab4a5f3569c03d6a54a50e7af42294d57cdde929c14572e47b6db8aef92b0b0f,supplied,supplied_manifest,datasets/train/images_train/13157.jpg
13158,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011,Casual,Puma Women Festival Fuchsia Pink Tshirts,13158.jpg,04a8d0896a1d1de4c975b01d16a7bb734dc6b4d2f61896c977269552baa1b516,supplied,supplied_manifest,datasets/train/images_train/13158.jpg
13159,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Puma Women Dark Heather Fuchsia Grey Tshirts,13159.jpg,28f68bd7f494f4dfe23360e4cbb3f922693b2c12ad88c9efea66d9965f36c78e,supplied,supplied_manifest,datasets/train/images_train/13159.jpg
13160,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011,Casual,Puma Women MC Pink Tshirts,13160.jpg,e9433393797219c3556d087dce582901d949ae119df353e0c3d7711304289888,supplied,supplied_manifest,datasets/train/images_train/13160.jpg
13161,Unisex,Accessories,Headwear,Caps,Black,Fall,2011,Casual,Puma Unisex Unisex Cat Logo Black Caps,13161.jpg,aff3e7ae44342977628c2e5c0e99bc6480a29ce7d870b8a9aaae268fe29d9a71,supplied,supplied_manifest,datasets/train/images_train/13161.jpg
13162,Unisex,Accessories,Headwear,Caps,White,Fall,2011,Casual,Puma Unisex Unisex Cat Logo White Caps,13162.jpg,153dc9ae7554407cfb888e218b2b7bdb524a8747e57b22cd20133783f5d7cb8d,supplied,supplied_manifest,datasets/train/images_train/13162.jpg
13163,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports,Skechers Women Silver Coloured Shoes,13163.jpg,cef861e880b727454a39613a5556f5c5e95ef7cc4902126e3b18a895cfc55b79,supplied,supplied_manifest,datasets/train/images_train/13163.jpg
13164,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Skechers Men Diamondback Black Sports Shoes,13164.jpg,45a62539f36c7e1d5ba03a2d01eddcdb8ae40af75f8225a4daf2e19886092656,supplied,supplied_manifest,datasets/train/images_train/13164.jpg
13165,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports,Skechers Men Reliance Silver Sports Shoes,13165.jpg,e7512649fa98be557bb25289700a56e1830c90da419429409a4f8c9c23c75270,supplied,supplied_manifest,datasets/train/images_train/13165.jpg
13167,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Skechers Men Prospeed Black Sports Shoes,13167.jpg,46b54477a7c6818c27b54c82ffaa128725be587283dcfabba87bbf13e5deee7c,supplied,supplied_manifest,datasets/train/images_train/13167.jpg
13168,Women,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports,Skechers Women Smart Grey Sports Shoes,13168.jpg,52df08a6b51a4ea742af685171479227725e9ed05803d89186f9ae072b101977,supplied,supplied_manifest,datasets/train/images_train/13168.jpg
13170,Men,Footwear,Shoes,Casual Shoes,Brown,Spring,2013,Casual,Skechers Men Berra Brown Casual Shoes,13170.jpg,a6c51f5db4aa49065502ed041bc38c894c643fd3146c23bcf00ff3e1efb9b8fe,supplied,supplied_manifest,datasets/train/images_train/13170.jpg
13171,Women,Footwear,Shoes,Sports Shoes,Navy Blue,Fall,2011,Sports,Skechers Women Bravos Navy Blue Sports Shoes,13171.jpg,9fc2b581b156134b4bcd653c6e28cc56e483826c003335f51acf1848b598a535,supplied,supplied_manifest,datasets/train/images_train/13171.jpg
13177,Unisex,Accessories,Bags,Waist Pouch,Blue,Winter,2015,Casual,Wildcraft Unisex Blue & Grey Convertable Sling Bag,13177.jpg,e8f453bb72f051b1604db6ac827b476e54fc528a8793740bbda8fe4a8c911777,supplied,supplied_manifest,datasets/train/images_train/13177.jpg
13178,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,FILA Men Dls Nitrous White Sports Shoes,13178.jpg,0544d4c0ea30522f350e52f6d5a21fc513315ea241cbe2fdd4be410f269fecc6,supplied,supplied_manifest,datasets/train/images_train/13178.jpg
13179,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,FILA Men Dls Maxim Black Sports Shoes,13179.jpg,413bf8ad6d323b38ceba480254477d38efd1e3a4b1be3de4cb61310b8bea8b38,supplied,supplied_manifest,datasets/train/images_train/13179.jpg
13180,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports,Fila Men Dls Maxim Silver Sports Shoes,13180.jpg,2a46de7d2d4bfe8c1c8d56c6ab54c23efe191bb8c777a49f5c5ede1eb93ec2bd,supplied,supplied_manifest,datasets/train/images_train/13180.jpg
13182,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,FILA Men Dls Maxim Black Sports Shoes,13182.jpg,a652c065ac6c82b5a86718fd4be31ee7a747960564cb7f56860d1aaaca911d58,supplied,supplied_manifest,datasets/train/images_train/13182.jpg
13183,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Fila Men Dls 96 White Sports Shoes,13183.jpg,d6c42f87563e071c445ab3c6900f69abd87e610cdc3e84007344f4264ecdf954,supplied,supplied_manifest,datasets/train/images_train/13183.jpg
13187,Men,Footwear,Shoes,Casual Shoes,White,Summer,2013,Casual,Fila Men White Stradd Shoes,13187.jpg,14d0a1294966327f69b1eae520b0e7784c80a289e5921f14a1d5cde70c8a21fc,supplied,supplied_manifest,datasets/train/images_train/13187.jpg
13188,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Fila Men Dls Spry Black Sports Shoes,13188.jpg,02e5d6c8b92da5626ed8d0a45861f084c10395c79707227c8e325a8949193b9a,supplied,supplied_manifest,datasets/train/images_train/13188.jpg
13189,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Fila Men Dls Nitrous Black Sports Shoes,13189.jpg,44366ace130401cd458966d96313014eae1791a4b3b1250c1d5c5b7253e31409,supplied,supplied_manifest,datasets/train/images_train/13189.jpg
13190,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Fila Men Dls Game White Sports Shoes,13190.jpg,aec9264ce3f051c7a21d65370d2f4d9348420fe87c2ae6cb94676365d764458a,supplied,supplied_manifest,datasets/train/images_train/13190.jpg
13191,Men,Footwear,Shoes,Casual Shoes,Green,Fall,2011,Casual,Puma Men Eco ortholite Green Casual Shoes,13191.jpg,0b968d28aa88a334b33dc552b52955120b76e71051bac1ca7def51c90ce198e9,supplied,supplied_manifest,datasets/train/images_train/13191.jpg
