id,articleType,group_id
8368,Tshirts,c2e032c567a6ba138dcb80a5ee506b07a2d49a82b2db785bb1a1ee019760b0cf
8374,Backpacks,6ed54ef9e5471a2907c90e87b38062e5b86f4e2a11134dc938571f55b73a04d0
8380,Tops,ed291fb6eade871f4e8812d5ba4d53d58b356179349ae88f4dfaf5a1be466fe4
8382,Tshirts,de2566a7c47481f268f7b33f267c9b878b45c130708e4e45dae3b31d41fd5ea3
8384,Tshirts,d277a9652543d7575820222a24e72fbcd14d8138411d5611a095a25d6f57f290
8390,Tshirts,ad3dac42a0d85df443263556aaaaad130cb67018934b1d8fd772a91763a5d5a5
8393,Tshirts,125ef65e20dd0d5db384e3e712b286378733c5450d23b75ada6412aa62ecc64b
8397,Shorts,9987856955a354bb083f4ebe9df6bf518cecd4cbf0c830510d53c21ac0cbbdd3
8402,Tshirts,8578e4a8564c2c840c6575fbd7afe012195cfd27b6221f77cdd554dba4236a44
8406,Shorts,49778a718e5354375fc145671c0058fedb3a44a0ff1373def97106798c958d57
8407,Tshirts,c77633916e4b91dde05c4f1ac621adf0a0f69be7c949f607dcc476c41fff765d
8412,Tshirts,0db165403b2e05a95d4a892defea595746cfbd4c264c79572fb6040018056c3a
8422,Basketballs,14f401cd6ef3d180cbfaf3626a194601b57e039bab401c651af0b92cf2a2b987
8426,Basketballs,f20e3008900df2297c1390bc8a88a24a308269bac08f9b9371f5ce2c72f560ae
8449,Tops,59e1f870a23cec4c5aaa01e94abcb419b2fea6e45710d14e63eb0aa5e1ed2db2
8450,Tops,d74315a43621e7861d0af1d2c1df13ed34449f12b3327e1dbcdf6d5dcc0f5e62
8455,Tops,0f9c73f3a46c0ca83f7a17ddeb8240e0638e446c27d873c3e1410d5311507421
8474,Shirts,194bfc72fafddef3caa8435ad0499273b960657932dbe63c07990af63ca292b2
8476,Tops,10663b1d658866dba1327991c642cdb19b6afa141b5808a879b5509307e0bf31
8478,Jackets,8b51cc8ba02b8bb55662b48f1e1041fecfb848d1b9d026b79f1fc244dcc8bc0b
8479,Dresses,c7319b0665f794e628f70baaec888002cce227277568a700721f91289bd11efd
8482,Dresses,e0aa4144c5fe566cc82112d70227de031d86c49d262a49c6b5f7cf6948c61a09
8485,Dresses,6fb4e78cbcaa3640bd942c7adf505644775a5998bbe58a594f08c72556887c07
8487,Dresses,adfbf7047dfb5d981ba637ec79b7d29fb87c5ccfc390e56710250e6b40f94e6a
8492,Tops,7779116b4c500b5cc895ee4bf2a8febf7a36c9a0f5a1ecc031af003bd6fd1026
8493,Skirts,47f83c0668fd1eb6d065ed88ecab2e592c8c65093014732bbfe2477dd4d54b6e
8494,Skirts,7c9ff32b3fb3200b289699d0387ee8e6815c49dfb2d1126fa760664ba1294936
8501,Skirts,353215998bbc8fa93b943e8df95f115b1f6c9325df776dd4b77e9fb8cf08b3f7
8520,Handbags,49a7f54c3332ffe81bc6727aa5764cc12712e6abbd96b206dcddc45a6cd387d6
8521,Duffel Bag,0360967cf1332173858137ec70ea1a879a2cdb5c473d0f13e3405a39fe80885e
8527,Sandals,beaef61ee754d0ed7d9717eb391db44a36dd7f1cf965f44445a027caab42fdc4
8542,Flip Flops,870a0f2e88131b25e0f9cc6f1ae3dc281ca3e85fd64a4c89a7fbad3a02a3d961
8550,Tshirts,1f6c75f123643d610bc5346333dc5a834c92856d70fe9404c423780316854cdd
8554,Tshirts,22bef0ccc1eeb4a77e18f0d3b0c9ce697cae763b649e7823528675416e584006
8557,Tshirts,ef85ceb25289a47e0e69cd25517b3f4400aaa53a793aaecf28c5a7f6c13d5fdc
8588,Shirts,d55615f712b8ec04b46641d1f301ed8670f1b9e018b18801fdbe836df07c1a59
8596,Tshirts,edf0a27cc6a144a18ff903218e5dc7f70274bc47f03b64f2285b7679e693d2ee
8600,Tshirts,f95bd862102cffcf2e169a2564490ee6011d416731219d347844ecc0c9a4f830
8626,Sunglasses,9deefca47555990525de67197a72e1ddc049d8a04daf8d7d34bf1e7e9957cc16
8641,Sunglasses,2fe8ae44d2f5c165bc9085891e29c310d89ab522926c9a77c779a5a4e38381fb
8660,Sunglasses,38b4ddf77476d99a008d7be672732c510e854ebd1774a935371e9f95bfbe3763
8679,Sunglasses,bb369b4bce941e24239097b894ef8d25378cfb386a7c545eb58bc0f3f7501820
8691,Sunglasses,1c06ecf8c5078162da3ed7de0a836abd5b2c70ed824cf7b78d1ffd8bfc880213
8702,Sunglasses,29f93a7903f31bd88b13d031fded83bfbabfce7e3295baf9324633e246047e0b
8723,Shirts,6b598643772cc56c963a7961048635f0548524d7c8f04f00177ea55d4bd0bace
8724,Shirts,fef37def02821eb787ba295e3c2aac749f663a46c74b20c2d7d99b3fb1450414
8730,Shirts,d637ecb2fb47c18f5ce35194a0c3e86106e32f270824ee976dcc2907f41dc672
8738,Shirts,2f3b6d715859d9590acc102f1845854196e6a1e5acb311723e2052fa56fe3de0
8746,Flip Flops,e694b485b910bb687a6f8638e1164984254b3e1cf4aa82b02bd0fef07bec8d77
8754,Sandals,699d4bc7aa135e11f03339caeea3d2fde2f1ae03843ad8122efcc56f27caa972
8768,Sunglasses,608aa95a7572f81dcfc92137113386cd79e743fefcc0b8ff25e8c17e659306b0
8777,Shirts,69b709faab3f65e46c6dd0adbff2831aadf09ed44d28e26d7416c6bc17f7da7d
8804,Shirts,afddcad308430a6b1e48c638ad490486d4075381a4af002cbbdf973d8e61d917
8820,Shirts,c58073c06b61fea1d1794533a4ae7adfea81a7acf5a66d4148fca79d8429d50a
8824,Shirts,5389737578c20518e9349630489fb0fb871a0e25c68b454ed5f20214e8c2aa7d
8828,Shirts,50617af7dea1748c4a5268822a9fdfd62a50612e858fe1261a518bef5c6fc1a2
8838,Trousers,8b66c92b22e600dd018e322c72b06d9ac5fca347c89490c4dcff0dbeecc03fa3
8842,Trousers,aca5c9e1464880ebade983e115fbc5e3c5f63b895634f9af2ff155be94fd41f0
8862,Shirts,fb793b0b0f7a5a583215c5e2c72aef55fe6d3a4742c1728801c0e9166ac9efb3
8864,Shirts,3e95c61c71dcf6f0ab12b56e733bbfd241cf445ecf2198f5dbfaffc53efaa37a
8880,Trousers,6c18cbcf0fe1b6d6e47bd629d66502c00806b6778643645c5ad8be789b9dcab4
8883,Trousers,fdc98e4958dfd9b56b437f5dece855d98853c35736b5625f926dbd57ac126b65
8888,Shirts,6e04e3d75b7676cada2f115a18215aae552b77c4ee2485a1cff58f85658099dd
8899,Shirts,e745373c763abb64e87acc4cd5fa0f76f952061eb8dd17422f8ff95da3fbdc50
8903,Trousers,f43447c46adc66ae1d055b11f6b84d4fcdaa8651c8aebac2e9ff05e6e7fb8c5c
8912,Sports Shoes,00617e6f9ff328721d28630daf4ebe5dd3f86a8f9fc603d66537c06e53714869
8914,Sports Shoes,331112548c33a5d5a276c5d095f5556eaf02cba933d4b6722b735af486078e46
8920,Belts,65fc92a175ef37c3112284ce18b568e05fb5ea68fd58cb1a0a94964c489cf6da
8936,Water Bottle,f81ac71df40cf8e71ae8d271cff348e8e41e5409dcd5b4e962d7aaa1e088c319
8941,Shirts,6542220f7c9a53f79111b98ee2566b3c45676c704705e5d12da599c13fa65f11
8943,Shirts,fb6626e84dd4bafee235ef4fbc634ffd588b7f4b1ea40e1cf603907c04e1c33f
8964,Sports Shoes,9ba736bf12de6b80d066593579ac6cc16783d09ced4f9130e43e4df4aa917fac
8968,Sports Shoes,d24f74777b259e635e79813b354ea1a23a4eb211dce4aaf3b949fbd8e9c8453a
8969,Sports Shoes,b5adca9c31dc8d2c7dd7be500d12c93e9f19e3a06589cd06760266743b855da8
8971,Sports Shoes,4019818e3a012f22dd1a6328febba024e3991c2b340c1efc857df57ce53eb957
8972,Sports Shoes,5cf8f0c931045a727fa60c7c5f4bbfecfbbc25211e314657c09e180559be1890
8981,Casual Shoes,a27b885afe4e6ea36154f2fd6ba8a6be5f72e2a0ef197fa3a92b20f138da27c0
8982,Casual Shoes,42fa9caf1792c32a3dca8cbdaae67ca3078aea7547b964e82818adc03d86316b
8995,Casual Shoes,d9a63223ca0b1bd1826db6c7957f1453d40c1fdfaab431d1466bc8e71676a180
8999,Casual Shoes,dedcfd9b74f17044dba447da1ebe9cdfa027f4a3c3d9f0b677ba1d47fcc5e79f
9001,Casual Shoes,f718037dbe7405b7453659f6e6b4d52568287ca13d80cbcb07396e08864f89d1
9008,Handbags,a6ca5a297e024a50a5e27c4b1f77ec5ee44ff2512c091a91c34b219c33aa4cbc
9014,Sports Shoes,dfc06abcd96e6f63489d30a15f36f22dcd5832861d1df1648d6dd12c61c9c803
9017,Belts,23fa6fa29953fe956fdd24a17c3c58eecec5b41060243abe59c0cfb5b9e6a8f4
9024,Sandals,fe4545a623f52f208fdcb938356a4863786bfe388d803110684b93b369bf9fd4
9037,Formal Shoes,46cf3e673ecade6e5a2b85f76fb71834516c68dfbb8b1b039f070f14f6fa6c27
9039,Formal Shoes,7f3536bba6ce36ef98da3f906d4f46e9f55b57669fbea2a8df5cdf493bfa4430
9050,Sports Shoes,5bfb26d97baec58d052e7aef3f9c3f4dca0f7258385edac5f4244ec760b97cc3
9052,Sports Shoes,4aecb0058372551742225bfca83049ac658836bb59d9ecf0e0c9ac53060b956b
9053,Sports Shoes,71e6dedb0ff77a9d1013236453169d66764116ebda6b15ceba841ca172cf70e8
9059,Sports Shoes,1af166e1a6c3537533434a0bbd4be7e73cfb1cc58fd3c3665aee8d1f45d5be37
9061,Shirts,5318345bfc78eed620eae5a88fbeb1fa02a3a7577220eba5d0d578cf21e29739
9069,Shirts,75f6d6aee62f0c6e121bbd1e7f1c8407644408428c4cfcaba2eb37df00edfc26
9073,Shirts,4038e640323daf91177940e453c9cee20e808d77fe3b65fd7f8934ee83d11106
9091,Casual Shoes,f0dcb95750f53064e13f88badfe58f20a1faeeb9d1b9e39b78bc72edad6c1188
9107,Sports Shoes,b87b83cf50547659ce92d02ff8d8c6dfa24694b9ba1548ac27eccf1afcf294dc
9121,Sports Shoes,1dd49ba48080df6074bc2f785f274ab51eb8e4cf54519fc3863ded1b1462a793
9138,Flip Flops,f182cb95e8809604af3c80aa99f84dff474cf76173d036ad98098e2db32e3a49
9141,Jeans,5da5717eddeb1b0332066e8b7021a6f48ce09ef443c8d5d66af7939ddff77719
9144,Jeans,28801c3f7e2fcf8517c92cec301fca6bada7782f01e83639db521a6e93945ea4
9154,Tops,7a2eb11efd52faadd354088d3badb41e04325def79211a0f72ba5a1741ece66e
9173,Jeans,1f368d187a3d2228bd350f0fafa019727eb767e3cc7b68a0acf1c9435d30aca1
9178,Jeans,562933129d27ee2a5267e9b67e1f54fe5ba51df23099edec32241237e2a9b461
9219,Casual Shoes,5d5536e995e18f43929a862fe916897aa5c265cf2faa3bf45f4de296b422c89d
9223,Sports Shoes,b48f0bdce01d929e7de726864a7615144d28653811c96edf74bc96b2fea0bb83
9230,Shirts,5a5954271e67a36c680b1536e0dd9f4855e049679114069cbc026ed2a7259cf8
9246,Shirts,7a29d8258f92e5799cd42e37c9cc102531ab7aa30b8ddbd4f441a5a262a75554
9248,Shirts,b8bcff26dcfc97f0d74cd63cdcd8d0af243b66004161ec05e22a0b6ebb4c9362
9254,Shirts,e9208485a970acaaaca69a8c897e569b263f24d8d8b64a46df06eb054223fe56
9255,Shirts,fee44b7970200e8bf8655b15cd8e40342d059c588ae07947bb28139df84f0296
9257,Shirts,70facaf4ef97084a522fe6ce1965ee9e322d1d54ae49668223b6727c5ff6380c
9261,Shirts,484a72b3266188979993bce844b44a0fadb64baac64976a0ddc0804b2d307b26
9321,Tshirts,adc0c27cbfa2d972eb904227213986e51f3e0fa3f28e82df8c695735b714cb26
9330,Sports Shoes,c5ec30e9c6e2490cbfc1f60ceb031f4f0ddcc22acdd09e1b4883f7c21eddd168
9333,Tops,28924cb0423a8a5713844ac8f067cda360d49dfa964ad021611fd0e9cec4727c
9334,Tops,a55e1031f09c5b0d394be48d5b796b6bf658807cfa88e99c2de9cd61fd3513e3
9339,Tshirts,20558dcf253592b161e74ddd5fd9008129e5c5e6519de3362991c0243e263ad9
9362,Socks,465c704065a5c49371f9fb06cd9528d0571bf9af29254a5243e4fd323a36e948
9383,Casual Shoes,21544e7284c7456ce8d5ec5b5b562a8db2c680817c1b9842329732993f5df65c
9387,Casual Shoes,fac4e064ead1d6dd8ae747a7554fbccbb223c56f781be130db8dc334d55df117
9391,Sports Shoes,e465ba6cb31f883d90a24787ce496ecb9e9be337744b66d4c52b1782c0010791
9403,Sports Shoes,0c65d59104b22e07e4ca20d9a9c57c56c18a2e11cbc2976817812de554b8d772
9409,Sunglasses,9731cc12de8c9b9dddab394babd42a710578d68478002a7dc65fa135ea8b2702
9412,Sunglasses,3b56f597b5b6d6bab95a315a12d2ab99f8076024a767991466303dfb1543bf2b
9415,Shirts,445f13eb80ef29f4d20d6f964220715b636abe08cd95c4c77887187001670fe7
9424,Shirts,44095e329ff3dd8a86ca5ade755133ccd51a660837d5a7f24daba7bfc1a12b8e
9432,Sports Shoes,3c4f958c5b11215f67b8dd02f4546595994491e2d4e9eb39acbc599f0fd28fec
9438,Backpacks,147cfe2c522d0d652e717441beface896d38fb74168fe7c73909541cbc807a0c
9440,Backpacks,dab7080e67d634efcfa27865c54148222fbab7ab13f6125f0906927761b8c82b
9442,Handbags,1226a131b17fe7c7f1e4a7fa5e245880ac1299ae99b6d9e98eea9a7853ae470d
9445,Shirts,a30b53a887e26748b23f6486016c955a76a1f150eda0cfb21eae409c2a671f98
9461,Shirts,a763e47ca3cde55f11980d5b08cbbaea7972890f95279100f95da73ee9d4ca55
9481,Shirts,225539786249a5c7c96418a56f5ceefd19087f444206381388c0870aba05aff3
9487,Backpacks,9ceec1bad68fd94453b92938c63afd07bc535bf7cea6be6526ab3969763cfaf4
9488,Backpacks,192675dd35cee3d4fe04b154a4e216507a32eec5d239c3395b55e679dd28bb3b
9491,Backpacks,427135a264e94bb21e8d6631806fdb497644b0675ec39e0e3fcc5b8a4eb8d067
9509,Track Pants,c6635757b320a89e9fd2eff3c042379455b83544dab6ae9564a9a3c61a11dfb2
9519,Shirts,275f6bdee6aeb09332fae73492447885cdfe64947311e97db2440b70a65b02d8
9523,Backpacks,c16b9c97fc8ffe5846147bd099f81d8c51dba339ad30459d19b140cb46d8e974
9531,Jackets,9ae4ad4445eb20dbd66875dbf2b18d860ca4f6933880993b537c7d97dcd6f95e
9533,Tshirts,9df0930aa10ac86a919f45b5406442f8a75e147f2d92a2c3788b2face89edb19
9537,Tshirts,05dffeb3496454404d4f29e646407f63169db31ecd053d3816c618500fac5b85
9539,Tshirts,1efe55a2f8ab2f935d2ad2d11e6f6a1247596c5d95d9b008d2a8d1ca451bc683
9545,Tshirts,e2d72e5f4e9bcc84fa18f5fa170906a907effdb38a6cab11e83ca50654e15216
9547,Tshirts,8006d11158fd076381f38a4a7068303d82c6cdd74cd941e315e0f01bd2c13c7b
9565,Shirts,743df0b3409177834dd72c8768ea4f34b54a3469d0cab034f9eb16ea1254634b
9574,Backpacks,ad41260b92565ec0b309c91aa5c8e007938a1fbda2ccc6045b616e039b1cb502
9575,Backpacks,8f56351af21fad67dbd267157600a8350b717e236c8b03255aba40f4812f19a8
9595,Shirts,e1da4281c8b2afa76fdf111eaa35916dbe3c4a76cbb2481f2d479bda73e2494f
9597,Shirts,15554fcf81ca2b084987374b8886b877fac7c49709da20ae587a6b74531c2f5d
9679,Tshirts,8983e6620bca5b46173b5a6a7085dc7c7c27a5f9a01a0f872d6b79c74509582e
9681,Tshirts,460d1bdcb209e571e325b3ed8358997cede5adcaf1a209d6c6fb9f95b601b911
9685,Shorts,84c7a1d3fa4f7f3e4f6db7afe4ccd558cc98f40738f42405da519d8157b2d68c
9688,Tshirts,e308acac620a7d038e72ff4aa66a0ab934c9b96082de6701d24205cc3fa05532
9701,Formal Shoes,36a7e1f9b25c495fe383c2adc9c8094b72d8d27b785c97fda711b601ba4ccca6
9706,Sandals,27a9c119083aff7bd129171e8380833f59f2aa95b4f42757e0a57b9933119044
9720,Sports Shoes,ba083ca8d0b07be88cae4dda03030ec50a37fac585e0b0c0b8d34104f982d38a
9754,Track Pants,2425521a3c239c17e22b2d92d63b82e35fe959902b8a816153f67774b6ab7e90
9771,Jackets,c4f6e44bae7891b94b15c9c44ca2b5e8b9e9bc70d9d9376d33091667dc7bbae9
9788,Tshirts,910654dbe4286a90d0e869024f89a3ddc29c778b70cf73776d5b92034f18684e
9792,Shirts,1d13b4bffcd16d2d2b4f32426a8b4e12e733e591e85304e34a437c4846dc3f6f
9795,Backpacks,81ab2533ae44c5c61237a4d6c1a8b72e9f7fdf2360f3c9893c50464a4c69bf42
9804,Shirts,d5699ee269450af16494dcd3927bc452b75bf669b328457d232c7581eebff776
9819,Tshirts,e6d436445b7ed5ac7821d485c0e1345417b14e6d3140e7a8a6b90dff7307add7
9821,Tshirts,6ef9d07b205cb537c5a216c994d60a8234e75b2851bcd2d0d9a1b8517da4ae6b
9833,Tshirts,610c8661222c0182c0634599b88c8b00652695f8b03abe8bdb2000e4c6405d7c
9852,Trousers,6937df573f633d996003205834975d1fca7f297e8d874ad06152f8295cbf182d
9865,Tshirts,bffee5a86a928afce1b72a2f3aed9d37ad81da492681171da1e5fd3f4537eae1
9870,Tshirts,3bd2fd43b2532200f94a3c60660aa3a60747138e125cc783580f4e462fe0cbf1
9878,Shirts,55648611b13681006c643ea3587391451ae28c2f267b3954f0802c067672c374
9880,Shirts,983968cf1527d37d96fd5e36a718d29ebd695a098e53302b26300c612bf75493
9914,Handbags,4dfb4ccf1286449afdc8f8bcafa8a210f40caeb1b45a6d32c9369159cd139128
9923,Handbags,6b138b0fd63b155eade4c305ea834bb998a9738a1ad899bb0b145c72d75111fb
9927,Tshirts,343301dbdd09fa677d261ce65f471c0aabf69d182db22512f7bba8025ae30eec
9945,Sweaters,369046a94cb044d1fb17ebb5810987f691bd2530904163dce5af512829dc7558
9947,Jackets,73c6009c1eb87145010f23f7155ec4ee9f144e6087f1a73675fb2ddacb488743
9960,Tshirts,cd83e1a373030e3b33f29a162dec6406fe3b1eba66f24bfe7a9854bf1967adc2
9969,Tshirts,17e324523fa193d8b64d9d4707b1459f240b1b865099567d246e69bd37493c52
9974,Tshirts,3996a1ae2c5dda335a59b87a157b4d6d4f50405d0f27e15592a8733ebf3841aa
9981,Jackets,070ab48eef59f17c73b495e980e2f980adf869fe871bf131c9ce65458f78173c
9990,Tshirts,431cc2f96f827387bb62f3625d3a175ee0cbad6f3119fcd94bcbe25231b5a820
9991,Tshirts,b40d08edd3a8da516e9ee7bc897014a9fb1b2731f3f96ec3cc117a2c3f7ec7cf
9992,Sweatshirts,4d4b382e45671ede0a26e494f2635bb9ff35bf4164df026aa9a157a0a0db8ca4
10010,Tshirts,063a9880a1404e5074d1b33d26e938d2722194f0971adf0ef58ac4c9d81995a0
10012,Track Pants,4c01c87419a5b1752eb9e80d921b1e644b8ccfbe4335030be25a12bbeae7fcad
10017,Jackets,012f346c588852c4e3f96e3ee49069cdff761327a2b4b91b53d1bfcf30e3175c
10029,Sweatshirts,fa452e6633173a029868a41fadc89dc0683ad9d672120cf8a21c4663f2b27c9f
10032,Tshirts,e3aaa29114838813e9897dc3a3aca235ea627c55f1d1ffeb55869046dadda5d7
10039,Sports Shoes,7ecf82571c124d03a25344e918b8034c15ddca2b26a15def8511504ef6220259
10047,Tshirts,b6a335862528050ddb121d4a0c26e9c03a50602a95a7a45a1b5c26e04455c7d0
10048,Tshirts,760a01d20b5659dfb1dc858ea12dfff5065c3e1428fa9dc8478c83f1ef74f6f5
10051,Shirts,7687312e301bb9ef528640f31afb5b60db378c4b0b74f7dc7f6bba8910e898df
10053,Tshirts,98b9185d88ff0dd4d9a024422eef67cbf9b8d1d5d923bdca9eed2af245efa45b
10054,Tshirts,9eb3707066136850cdf21daddbd1bb273215873fb3e0a57eb858f87eb29ee845
10065,Tshirts,cf2f8c70123f1b70ad6b9dcf5c8bf678ce46ef46e4411573a3c6975ebbc17e90
10076,Tshirts,4642b9f7238b83cc652b4867f7202c54598ea3089fad0aff6fec6782dd7d215c
10096,Sports Shoes,2c6c0e1c3fbf21635946263681fc17ffef84cbd16909cfc8c569aca78ed791ce
10104,Sports Shoes,be46cb1e746ad36232d9b7e1f2b2dddd43b617416e29ac768be712003de0723b
10111,Sports Shoes,09da8c8bbac71744f558ebe07bbc1c8f56ad2265f6f57583d692da207bdc071f
10113,Sports Shoes,bf072d6fb9b68fd1bbb0e1a3cf70c1f1e96e7fb2a90f7324dd249d11e34d8164
10114,Sports Sandals,8291355ec2076dcf6bd1670f73f9e2c6fd35eb936f176f9899db32c8c27c12a9
10135,Watches,a1ef0279eaf632d5410a571eb1d1c021e7977a9c1b38f8c6523983571cb85b1e
10141,Watches,0839773d9927b2ebd1981bd0bfe1e0c0e65cd81277873ab214f1f5bda0864fa2
10154,Casual Shoes,169c0a1885a8c2df317c7d2826ec7f7b3019c3a9e023b73132298a13285e668b
10161,Sports Shoes,1d72992436d5950a9e03de3934599d87feb940b0e2bb5e7d5e68bdcd6cbc6d7b
10169,Casual Shoes,f91c6d8283904816c567e4843b2946570da94134c6d3e14af29b38e40258d50b
10182,Casual Shoes,a6fcf8dc88ce177c2eb7c892505a1fc0a42741f2f567eadbfd90367e11cd7706
10183,Casual Shoes,0bf74f01ccdaee31d18bdb706b0154b23174d28edea48e46dccaf4bd85945e41
10214,Handbags,6e98557e7989706a22b7abdda3722f25a6927bd795a922b99a608cf4cf12aa30
10224,Handbags,87b0b5242cdcb558a58ea068b28ee3b2fe9da1f8a6f64f81b30766fd9bd3acec
10228,Handbags,08e8ee12cf4505089a0f687232ce1529c785d4b68fb5e38e3ebe46614a9726a8
10231,Handbags,5419f765a86f3b4822d88e3c3c4dd574e7fb5ea5c3854be973472ab35cb9bd51
10242,Handbags,43bec6838a6e58b0b827d24a0c460a527b409377f0f87e3c5fd1562a93bfe3d5
10252,Handbags,7c02a78dce4bcc5ec3deb676a6e71c1c7e3376b6271b240f285152ccff44a918
10261,Trousers,249033797e3c4741e489d33101582808cbbec087e09653f805cd7315f81fc2bb
10263,Formal Shoes,05f183b1abad866d44fb1265f3dc259968d61679da1afc47a4546ebeb72a8bf7
10271,Heels,7c6f5ba06eb1d5df3c7041f847695fd1f64af44dc950793d840cc87e3e1c5407
10272,Heels,4cabf68158e59e85043df2fc9466afef16489e479871264bd7a0c701bc9c2007
10274,Formal Shoes,9478badf1e2a8aa529d8fd9f794fec42d3171becc901ffd05e3632004bbf809d
10279,Casual Shoes,5c05505ec8f5a9d4b7103c44cffbf8c521a84aa0009bc5c88bc23fe3afa285c5
10289,Heels,44191ab01361c2019354642c00055f3f07c12f2855e898a90b26eb470ce13845
10297,Casual Shoes,af59d542cc21aed1c1100d94e9e06c4655fd250f6cb033a5664b73c0cd32eb8c
10298,Heels,ca4f08515eb2d93c6f4f3e49627b5246b38724227f54fa7974656c614ec2d55d
10308,Casual Shoes,0b35659794abc3141719cbe60be70c70e74a10c9409bbacf0cf0a5237444ff25
10312,Watches,8b1d76348cf153651cad2b3d3613a2406e0583908286ad3c29e2848b8e3a8177
10317,Watches,6dc0d4926b8e30597f8b7957ff255230051d810c7c18cdeb23f50b6bdcf3774b
10329,Watches,7e7d659d120e43a7185fdc9f2220b8f319f8cc5d964f9f617e2fafd9aeb631df
10332,Belts,6e8a8b7bf6fb0c95733694a91d19ba607cae1078fe516488b3f2feb1d8af4da7
10334,Belts,11c259af8962c2138956916bd0b60fcf957d463938ee070643b9a6552f930fde
10339,Tshirts,0ad70d76dedaa2e000488b9f14b33f797f8546277c336a65eb1d5506fb3e431c
10342,Tops,d4634a9c2f1e2b37900cb10b181874796ac843429c68868fae98dcf487222436
10344,Tshirts,d085b3868ab97f03e221f603ab6e822b5f502ae45214bf880ae98a222393dec2
10346,Tshirts,68793c2df0a33959bd4be1e4e747f5a98157318c0e216786321df202f1a80755
10351,Skirts,1b5c7181ffaf300d36ca12eb4d17c4c1d9e0eb1a996f720c38134428c0ffcee3
10357,Tshirts,fd4fd4187609e21b67ddb5ebd87ce599fc58b6afc61ecf42747838c8b1a00d71
10358,Tshirts,6bd44e7e50dd7c4e1c4b1dcda2694c416ffead1840e84c365cb9fe545cb45b4b
10360,Dresses,42904188bc912e74b6525f7e23f52aefa4a12154b6c2dd83a32233f7bc586582
10371,Sweatshirts,b08207e87a3c35233122d474efe782823f57b4354e0d29575971522a6f1235df
10372,Tshirts,137c42707d42d3123b1a9d7f4c0982140ee6650be8fc047e058b1443ea4536d4
10374,Tshirts,86b4738fcc73ed82d3a1788b2601d6e7615a48528de7e839a53b5bd439f77aac
10380,Shirts,65c4b96c8fb6bf715192784e7a5f1e56df002c32351147343430ca6932135f20
10392,Watches,8893bc18f964d3f624730cf0d3087921e30304f2464e1fc23bc30c3e1ad8a8fb
10398,Watches,da4864150dd2f0357b627c66037159e18c36bf6117f8b908abc120d64636aa90
10403,Tops,7e0f0182d5a2663bb987b00b3d974e90e6e7acc547fb47501d1b66c9608c1e15
10411,Tshirts,c022031e5b4fb300238b8555fdf5eebfd86ec3ea795ac81b385c3be03dd8f2cf
10428,Tops,93d680471c84ee93e01fdad3b0eca926e92afc08a6e8568ab62cfe8bf4065e4a
10433,Shirts,518b20e0df3a5c7d12618bc24e4f73c72414724f739f1b5dc05eefeff81d71f6
10440,Shirts,eccad2b3722cf0e80ad20918fe5159169f868a9374f917204c9a2b8669521391
10446,Tshirts,7f4ffa93f5dd8474e24c7b74b84c3d55ca01a7d6d97235b091fa98073c4e8bd5
10447,Tshirts,d677ca6009c794e4aefb534cdcf57f9e541f57ada8df9c1b588ebfabff5fe6c4
10450,Tshirts,333f9cfe89473c93fc463407edebbc11219e298fd4f952d6461dcd60285c5459
10452,Tshirts,64c6f550a138955a4dff2f21ef7aa4867788edc40b7efa58e9ce659557e0f9b4
10454,Tshirts,ca23788504699ab0632a4cbc8dcb1aec68497d3ecbf8418ea2b5425cf184df90
10458,Tshirts,ebf4a57af39d854b1dedcab0e7bef84a6858862e7d5303350e774c79539de949
10465,Tshirts,ad312d538844f779caf02f7b6ba7fb6838d14aa8af910ae2af42ae88633c756e
10473,Shirts,d50af4a8e287996a614f6c2a38d4518a9e91b5607ab25dd6e78acda32b556779
10480,Shirts,5a2050f01b3ca2c14f77c0ea79c6f30b4352254b744fdd4fbaf20054f5010853
10487,Jeans,53543e5fd54405b59c7a16af02036064c356866d43690fe35f22ef7f0c792f88
10493,Tshirts,3cd91ebc7015d3b89ee08ec47635273e706a9077f5a60786add8d3a7f72d335a
10496,Tshirts,880840f3cfbb9146cc8299569e52c8ff16a23a976260915379e82948fd804bb8
10500,Dresses,b9edf2f61788c684e3a4699b5abf824e9af3f6f7e58ac19c4262917b32b46050
10501,Tshirts,a1dea939522333a4abbaf06a68f401217cbc5bf7d97b536db0310a834f19cf62
10502,Tshirts,c1531b7fa9cbb1bdfa2a6d2f0a32a6ec164e15661164325d8345c3984ed5b540
10570,Tshirts,0bf0aa477850a5ee9d0add6e5e61b7c7e91fa088ad2358e5253e59d96f054d75
10577,Tshirts,754be0c61ed6c9e3313c7ac1a7aabd5203d5beccd555fe16b2d83b34e3adaef2
10580,Watches,671507d45aa850182eda6d0f6fa317a54758aa5194de00245bbe191b0af9961e
10619,Flats,b618889d25d9792571956a22a538a0551e9ad3c043593c1f3ea9b507d4e25022
10628,Casual Shoes,3dbc6149434274122984a8717744e5275b6f5146d559e1c75ad08554c049d992
10650,Shirts,5dbe29aac25660d90153bcfd74d7e3f2f9e778a905faf837419358172a6c32ba
10658,Tops,69d88ab509b537de2026c7db5d87c7af5c365758d1007db3d982d250af049e43
10660,Shorts,91da63cf7fb839a8ae4a3c4d844734704730f0a3c2c4e9543b83c6dab33b8fb2
