id,gender,masterCategory,subCategory,articleType,season,usage,source,label_source
910228,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910229,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910230,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910231,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910232,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910233,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910234,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910235,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910236,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910237,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910238,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910239,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910240,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910241,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910242,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910243,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910244,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910245,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910246,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910247,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910248,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910249,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910250,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910251,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910252,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910253,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910254,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910255,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910256,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910257,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910258,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910259,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910260,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910261,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910262,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910263,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910264,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910265,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910266,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910267,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910268,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910269,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910270,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910271,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910272,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910273,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910274,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910275,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910276,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910277,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910278,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910279,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910280,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910281,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910282,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910283,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910284,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910285,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910286,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910287,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910288,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910289,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910290,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910291,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910292,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910293,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910294,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910295,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910296,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910297,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910298,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910299,Women,Personal Care,Makeup,Foundation and Primer,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910300,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910301,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910302,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910303,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910304,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910305,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910306,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910307,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910308,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910309,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910310,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910311,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910312,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910313,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910314,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910315,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910316,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910317,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910318,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910319,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910320,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910321,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910322,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910323,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910324,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910325,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910326,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910327,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910328,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910329,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910330,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910331,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910332,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910333,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910334,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910335,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910336,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910337,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910338,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910339,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910340,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910341,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910342,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910343,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910344,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910345,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910346,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910347,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910348,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910349,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910350,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910351,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910352,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910353,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910354,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910355,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910356,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910357,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910358,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910359,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910360,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910361,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910362,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910363,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910364,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910365,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910366,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910367,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910368,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910369,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910370,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910371,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910372,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910373,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910374,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910375,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910376,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910377,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910378,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910379,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910380,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910381,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910382,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910383,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910384,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910385,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910386,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910387,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910388,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910389,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910390,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910391,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910392,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910393,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910394,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910395,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910396,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910397,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910398,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910399,Women,Personal Care,Makeup,Highlighter and Blush,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910400,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910401,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910402,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910403,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910404,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910406,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910407,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910408,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910409,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910410,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910411,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910412,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910413,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910414,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910415,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910416,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910417,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910418,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910419,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910420,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910421,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910422,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910423,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910424,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910425,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910426,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910427,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910428,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910429,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910430,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910431,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910432,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910433,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910434,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910435,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910436,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910437,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910438,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
910439,Women,Personal Care,Eyes,Kajal and Eyeliner,Spring,Casual,external_cosmetics2_v1,gender+season+usage propagated per articleType from provided train
