id,articleType,review_status,proposed_action,reason,review_method
910216,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910217,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910218,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910219,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910220,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910221,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910222,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910223,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910224,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910225,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910226,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910227,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910228,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910229,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910230,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910231,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910232,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910233,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910234,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910235,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910236,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910237,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910238,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910239,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910240,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910241,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910242,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910243,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910244,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910245,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910246,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910247,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910248,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910249,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910250,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910251,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910252,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910253,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910254,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910255,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910256,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910257,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910258,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910259,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910260,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910261,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910262,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910263,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910264,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910265,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910266,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910267,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910268,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910269,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910270,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910271,Foundation and Primer,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910272,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910273,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910274,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910275,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910276,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910277,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910278,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910279,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910280,Foundation and Primer,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910281,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910282,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910283,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910284,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910285,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910286,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910287,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910288,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910289,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910290,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910291,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910292,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910293,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910294,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910295,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910296,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910297,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910298,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910299,Foundation and Primer,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910300,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910301,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910302,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910303,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910304,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910305,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910306,Highlighter and Blush,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910307,Highlighter and Blush,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910308,Highlighter and Blush,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910309,Highlighter and Blush,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910310,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910311,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910312,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910313,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910314,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910315,Highlighter and Blush,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910316,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910317,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910318,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910319,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910320,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910321,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910322,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910323,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910324,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910325,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910326,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910327,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910328,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910329,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910330,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910331,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910332,Highlighter and Blush,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910333,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910334,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910335,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910336,Highlighter and Blush,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910337,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910338,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910339,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910340,Highlighter and Blush,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910341,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910342,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910343,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910344,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910345,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910346,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910347,Highlighter and Blush,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910348,Highlighter and Blush,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910349,Highlighter and Blush,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910350,Highlighter and Blush,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910351,Highlighter and Blush,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910352,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910353,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910354,Highlighter and Blush,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910355,Highlighter and Blush,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910356,Highlighter and Blush,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910357,Highlighter and Blush,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910358,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910359,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910360,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910361,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910362,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910363,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910364,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910365,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910366,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910367,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910368,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910369,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910370,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910371,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910372,Highlighter and Blush,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910373,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910374,Highlighter and Blush,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910375,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910376,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910377,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910378,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910379,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910380,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910381,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910382,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910383,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910384,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910385,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910386,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910387,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910388,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910389,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910390,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910391,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910392,Highlighter and Blush,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910393,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910394,Highlighter and Blush,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910395,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910396,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910397,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910398,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910399,Highlighter and Blush,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910400,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910401,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910402,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910403,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910404,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910406,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910407,Kajal and Eyeliner,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910408,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910409,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910410,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910411,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910412,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910413,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910414,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910415,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910416,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910417,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910418,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910419,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
